Order ID;Customer;Role;Date;Status;Items;Profit;Profit %;Cost of goods;Net sales;Tax;Shipping
8921;Slagerij Atas ;Customer;23/03/2026;pending;21;34,45;25,97;98,20;132,65;10,95;0,00
8878;Jacks corner ;Customer;13/03/2026;pending;50;94,00;24,64;287,50;381,50;31,50;0,00
8877;Durum Evi ;Customer;13/03/2026;pending;8;55,88;38,84;88,00;143,88;11,88;0,00
8876;Saray PideHuis ;Customer;13/03/2026;pending;10;57,50;35,17;106,00;163,50;13,50;0,00
8875;Buurman 23 restaurant ;Customer;13/03/2026;pending;20;38,50;23,55;125,00;163,50;13,50;0,00
8837;De Serar&#039;s ;Customer;13/03/2026;pending;7;40,25;35,17;74,20;114,45;9,45;0,00
8872;Bakkerij Hesse Place;Customer;13/03/2026;paid-by-cash-fix;25;66,18;24,09;208,50;274,68;22,68;0,00
8871;La Casa Doner ;Customer;13/03/2026;pending;3;25,19;31,44;54,93;80,12;6,62;0,00
8870;Tasty Corner Delft ;Customer;13/03/2026;paid-by-bank-fix;13;57,70;29,41;138,50;196,20;16,20;0,00
8869;Food Taxi BV ;Customer;13/03/2026;pending;22;52,47;26,30;147,00;199,47;16,47;0,00
8868;Bakkerij Hesse Place;Customer;13/03/2026;paid-by-cash-fix;13;74,75;35,17;137,80;212,55;17,55;0,00
8867;Pizzeria &amp; Dönerhuis De Gaarde ;Customer;13/03/2026;paid-by-bank-fix;15;47,10;30,87;105,50;152,60;12,60;0,00
8866;Seda Bakkerij ;Customer;13/03/2026;paid-by-cash-fix;2;11,50;35,17;21,20;32,70;2,70;0,00
8865;Ramsis ;Customer;13/03/2026;pending;20;92,30;31,36;202,00;294,30;24,30;0,00
8864;Meze Food ;Customer;12/03/2026;pending;100;72,00;15,58;390,00;462,00;0,00;0,00
8862;Snackbar Onder Den Toren ;Customer;12/03/2026;paid-by-bank-fix;40;88,36;26,67;243,00;331,36;27,36;0,00
8861;El Gaucho Grand ;Customer;12/03/2026;paid-by-bank-fix;6;44,59;25,44;130,68;175,27;14,47;0,00
8860;Ak-Al Bakkerij Herenstraat ;Customer;12/03/2026;pending;4;27,94;38,84;44,00;71,94;5,94;0,00
8859;Dream Kebab Voorhout;Customer;12/03/2026;pending;8;46,00;35,17;84,80;130,80;10,80;0,00
8858;Salama Doner Pizza;Customer;12/03/2026;pending;5;25,80;33,81;50,50;76,30;6,30;0,00
8857;North End ;Customer;12/03/2026;paid-by-bank-fix;4;26,30;24,62;80,52;106,82;8,82;0,00
8856;Kilis Doner Kebap ;Customer;12/03/2026;pending;15;85,88;23,34;282,00;367,88;30,38;0,00
8855;Best Doner Snacks B.V. ;Customer;12/03/2026;paid-by-bank-fix;15;71,21;23,80;228,00;299,21;24,71;0,00
8854;Dream Kebab Noordwijkerhout;Customer;12/03/2026;pending;13;74,75;35,17;137,80;212,55;17,55;0,00
8853;Dream Kebab Katwijk ;Customer;12/03/2026;pending;9;51,75;35,17;95,40;147,15;12,15;0,00
8852;Snackbar Stevenshof ;Customer;12/03/2026;pending;4;33,80;31,01;75,20;109,00;9,00;0,00
8851;Broodjeszaak de Mix ;Customer;12/03/2026;pending;48;121,20;27,80;314,80;436,00;36,00;0,00
8850;The Address Cafe Restaurant ;Customer;12/03/2026;paid-by-bank-fix;10;57,50;35,17;106,00;163,50;13,50;0,00
8849;El Fierro ;Customer;12/03/2026;pending;5;43,85;34,98;81,50;125,35;10,35;0,00
8848;Simit Paleis A.S. ;Customer;12/03/2026;paid-by-bank-fix;5;28,75;35,17;53,00;81,75;6,75;0,00
8847;Ekmek Teknesi ;Customer;12/03/2026;paid-by-cash-fix;30;134,25;32,84;274,50;408,75;33,75;0,00
8846;Snackbar te britten ;Customer;12/03/2026;pending;9;51,75;35,17;95,40;147,15;12,15;0,00
8845;Tercih Bakkerij ;Customer;12/03/2026;pending;6;34,50;35,17;63,60;98,10;8,10;0,00
8844;Rania ;Customer;12/03/2026;paid-by-bank-fix;5;28,75;35,17;53,00;81,75;6,75;0,00
8843;De Rotonde Kebab ;Customer;12/03/2026;pending;40;153,50;31,29;337,00;490,50;40,50;0,00
8842;Kebab Garden ;Customer;12/03/2026;pending;10;18,80;24,64;57,50;76,30;6,30;0,00
8834;Sultan Ahmet BV ;Customer;11/03/2026;pending;47;80,17;27,69;209,35;289,52;23,91;0,00
8833;ZAM ZAM XL ;Customer;11/03/2026;pending;146;162,91;23,56;528,68;691,59;57,10;0,00
8815;Supermarkt Houtwijk;;11/03/2026;pending;257;415,72;28,32;1.052,21;1.467,93;121,20;0,00
8839;Mustafa Kebab 1997 ;Customer;11/03/2026;paid-by-bank-fix;14;37,99;24,34;118,10;156,09;12,89;0,00
8838;Jacks corner ;Customer;11/03/2026;pending;50;94,00;24,64;287,50;381,50;31,50;0,00
8836;Emigro B.V ;Customer;11/03/2026;pending;352;399,89;23,52;1.300,34;1.700,23;140,39;0,00
8835;Emirdag Koftecisi ;Customer;11/03/2026;paid-by-bank-fix;8;46,00;35,17;84,80;130,80;10,80;0,00
8832;Elif Bakkerij ;Customer;10/03/2026;pending;15;86,25;35,17;159,00;245,25;20,25;0,00
8831;Pizza Express ;Subscriber;10/03/2026;pending;10;62,70;25,01;188,00;250,70;20,70;0,00
8830;Karadag Food;Customer;10/03/2026;pending;30;57,75;23,55;187,50;245,25;20,25;0,00
8829;Tok Tok Chicken;Customer;10/03/2026;paid-by-bank-fix;40;81,78;25,69;236,50;318,28;26,28;0,00
8827;Bakkerij Nasib ;Customer;10/03/2026;pending;25;143,75;35,17;265,00;408,75;33,75;0,00
8826;Pizza Aro;Customer;10/03/2026;pending;44;97,44;28,29;247,00;344,44;28,44;0,00
8825;Bakkerij de Hazelaar;Customer;10/03/2026;paid-by-bank-fix;17;118,75;38,84;187,00;305,75;25,25;0,00
8824;Alesta Food;Customer;10/03/2026;paid-by-bank-fix;5;34,93;38,84;55,00;89,93;7,43;0,00
8823;Bakkerij Çiçek ;Customer;10/03/2026;paid-by-bank-fix;10;57,50;35,17;106,00;163,50;13,50;0,00
8822;Pizza house ;Customer;10/03/2026;pending;33;166,70;22,81;564,15;730,85;60,35;0,00
8821;San Marina ;Customer;10/03/2026;pending;28;121,62;32,02;258,25;379,87;31,37;0,00
8820;Arya Eethuis Leiden ;Customer;10/03/2026;paid-by-bank-fix;5;34,93;38,84;55,00;89,93;7,43;0,00
8819;Saray PideHuis ;Customer;10/03/2026;paid-by-bank-fix;20;73,22;31,46;159,50;232,72;19,22;0,00
8818;Ak-Al Bakkerij ;Customer;10/03/2026;pending;6;34,50;35,17;63,60;98,10;8,10;0,00
8817;Eethuis Ak-AL ;Customer;10/03/2026;paid-by-bank-fix;8;49,12;35,21;90,40;139,52;11,52;0,00
8816;Bakkerij Leiden VOF ;Customer;10/03/2026;pending;4;27,94;38,84;44,00;71,94;5,94;0,00
8771;Slagerij Atas ;Customer;09/03/2026;pending;41;73,34;29,48;175,40;248,74;20,54;0,00
8798;Versmarkt Paradiso ;Customer;09/03/2026;pending;117;183,14;27,71;477,75;660,89;54,58;0,00
8713;Slagerij Atas ;Customer;09/03/2026;pending;106;172,92;28,25;439,28;612,20;50,56;0,00
8814;Jacks corner ;Customer;09/03/2026;pending;50;94,00;24,64;287,50;381,50;31,50;0,00
8813;Seda Bakkerij ;Customer;09/03/2026;paid-by-cash-fix;4;23,00;35,17;42,40;65,40;5,40;0,00
8812;Oranje Snacks ;Customer;09/03/2026;paid-by-bank-fix;12;83,82;38,84;132,00;215,82;17,82;0,00
8811;Eethuis Hoofstraat ;Customer;09/03/2026;pending;25;67,25;27,42;178,00;245,25;20,25;0,00
8810;HerenHof Eethuis ;Customer;09/03/2026;pending;30;57,75;23,55;187,50;245,25;20,25;0,00
8809;Bakkerij Hesse Place;Customer;09/03/2026;paid-by-cash-fix;24;60,77;24,16;190,80;251,57;20,77;0,00
8808;Bakkerij Driebergen ;Customer;09/03/2026;pending;5;28,75;35,17;53,00;81,75;6,75;0,00
8807;Tasty Point ;Customer;09/03/2026;pending;12;30,15;22,13;106,10;136,25;11,25;0,00
8806;La Casa Doner ;Customer;09/03/2026;pending;4;33,58;31,44;73,24;106,82;8,82;0,00
8805;Tandir Corner ;Customer;09/03/2026;paid-by-bank-fix;4;27,94;38,84;44,00;71,94;5,94;0,00
8804;Pizza Spidi ;Customer;09/03/2026;pending;14;41,80;29,50;99,90;141,70;11,70;0,00
8803;Groen76 ;Customer;09/03/2026;paid-by-bank-fix;18;56,37;32,63;116,40;172,77;14,27;0,00
8802;Sohbet BBQ cafe restaurant ;Customer;09/03/2026;pending;6;34,50;35,17;63,60;98,10;8,10;0,00
8801;Sohbet ;Customer;09/03/2026;pending;9;51,75;35,17;95,40;147,15;12,15;0,00
8800;Pizzeria &amp; Dönerhuis De Gaarde ;Customer;09/03/2026;paid-by-bank-fix;8;46,00;35,17;84,80;130,80;10,80;0,00
8799;Bakkerij Bahar Nur ;Customer;09/03/2026;paid-by-bank-fix;6;44,16;28,13;112,80;156,96;12,96;0,00
8794;Bakkerij Hesse Place;Customer;06/03/2026;paid-by-cash-fix;30;3,12;2,20;138,40;141,52;11,69;0,00
8792;WJT International Logistics center ;Customer;06/03/2026;pending;144;43,20;7,75;514,08;557,28;0,00;0,00
8789;Pizza Pizza ;Customer;06/03/2026;pending;12;69,00;35,17;127,20;196,20;16,20;0,00
8788;Saray PideHuis ;Customer;06/03/2026;paid-by-bank-fix;20;73,22;31,46;159,50;232,72;19,22;0,00
8787;Seda Bakkerij ;Customer;06/03/2026;paid-by-cash-fix;4;23,00;35,17;42,40;65,40;5,40;0,00
8786;Bakkerij Hesse Place;Customer;06/03/2026;paid-by-cash-fix;24;60,77;24,16;190,80;251,57;20,77;0,00
8785;Durum Evi ;Customer;06/03/2026;pending;8;55,88;38,84;88,00;143,88;11,88;0,00
8784;La Casa Doner ;Customer;06/03/2026;paid-by-bank-fix;4;33,58;31,44;73,24;106,82;8,82;0,00
8783;Buurman 23 restaurant ;Customer;06/03/2026;paid-by-bank-fix;20;38,50;23,55;125,00;163,50;13,50;0,00
8782;Aya hicret ;Customer;06/03/2026;pending;30;172,50;35,17;318,00;490,50;40,50;0,00
8781;Snackbar De Joker Pizzeria Grillroom ;Customer;06/03/2026;pending;60;115,50;23,55;375,00;490,50;40,50;0,00
8780;Pizza Bella Maria;Customer;06/03/2026;pending;6;18,18;16,35;93,00;111,18;9,18;0,00
8777;Pizzeria La Dolce Vita ;Customer;06/03/2026;paid-by-bank-fix;8;46,00;35,17;84,80;130,80;10,80;0,00
8776;Bella Ay Pizza &amp; Döner Huis ;Customer;06/03/2026;pending;28;87,25;32,67;179,80;267,05;22,05;0,00
8774;Bakkerij Hesse Place;Customer;06/03/2026;paid-by-bank-fix;10;57,50;35,17;106,00;163,50;13,50;0,00
8773;Pizzeria &amp; Dönerhuis De Gaarde ;Customer;06/03/2026;paid-by-bank-fix;16;52,85;31,28;116,10;168,95;13,95;0,00
8772;Jacks corner ;Customer;06/03/2026;paid-by-bank-fix;50;94,00;24,64;287,50;381,50;31,50;0,00
8768;Jacks corner ;;05/03/2026;paid-by-bank-fix;50;94,00;24,64;287,50;381,50;31,50;0,00
8767;Tercih Bakkerij ;Customer;05/03/2026;pending;4;23,00;35,17;42,40;65,40;5,40;0,00
8766;Ak-Al Bakkerij Herenstraat ;Customer;05/03/2026;pending;6;41,91;38,84;66,00;107,91;8,91;0,00
8765;Rania ;Customer;05/03/2026;paid-by-bank-fix;15;44,47;29,46;106,50;150,97;12,47;0,00
8764;North End ;Customer;05/03/2026;paid-by-bank-fix;3;19,73;24,63;60,39;80,12;6,62;0,00
8763;Kilis Doner Kebap ;Customer;05/03/2026;paid-by-bank-fix;12;68,70;23,34;225,60;294,30;24,30;0,00
8762;Best Doner Snacks B.V. ;Customer;05/03/2026;paid-by-bank-fix;10;50,47;25,30;149,00;199,47;16,47;0,00
8761;Dream Kebab Katwijk ;Customer;05/03/2026;pending;8;46,00;35,17;84,80;130,80;10,80;0,00
8760;Dream Kebab Noordwijkerhout;Customer;05/03/2026;paid-by-bank-fix;14;80,50;35,17;148,40;228,90;18,90;0,00
8759;Dream Kebab Voorhout;Customer;05/03/2026;pending;17;61,88;37,35;103,80;165,68;13,68;0,00
8758;Salama Doner Pizza;Customer;05/03/2026;paid-by-bank-fix;6;30,96;33,81;60,60;91,56;7,56;0,00
8757;De Rotonde Kebab ;Customer;05/03/2026;pending;40;153,50;31,29;337,00;490,50;40,50;0,00
8756;Snackbar Stevenshof ;Customer;05/03/2026;paid-by-bank-fix;4;33,80;31,01;75,20;109,00;9,00;0,00
8755;El Fierro ;Customer;05/03/2026;paid-by-bank-fix;6;52,62;34,98;97,80;150,42;12,42;0,00
8754;Snackbar te britten ;Customer;05/03/2026;pending;12;69,00;35,17;127,20;196,20;16,20;0,00
8753;Broodjeszaak de Mix ;Customer;05/03/2026;pending;48;121,20;27,80;314,80;436,00;36,00;0,00
8752;AKK Doner Haarlem ;Customer;05/03/2026;paid-by-bank-fix;20;60,30;32,54;125,00;185,30;15,30;0,00
8751;Simit Paleis A.S. ;Customer;05/03/2026;paid-by-bank-fix;4;23,00;35,17;42,40;65,40;5,40;0,00
8750;Yeni bahar Huizen ;Customer;05/03/2026;pending;12;69,00;35,17;127,20;196,20;16,20;0,00
8749;Kebab Garden ;Customer;05/03/2026;paid-by-bank-fix;20;37,60;24,64;115,00;152,60;12,60;0,00
8748;Ekmek Teknesi ;Customer;05/03/2026;paid-by-cash-fix;25;105,50;32,26;221,50;327,00;27,00;0,00
8714;Meze Food ;Customer;04/03/2026;pending;1200;930,00;16,99;4.545,00;5.475,00;0,00;0,00
8746;Starmix Supermarkt ;Customer;04/03/2026;pending;122;200,81;27,64;525,76;726,57;59,99;0,00
8712;EKO Supermarkt ;Customer;04/03/2026;paid-by-bank-fix;41;65,37;28,32;165,47;230,84;19,07;0,00
8711;Berat Supermarket ;Customer;04/03/2026;pending;65;121,20;29,02;296,47;417,67;34,50;0,00
8710;Yeyen ;;04/03/2026;pending;40;53,26;26,41;148,40;201,66;16,66;0,00
8742;SE-KA B.V. ;Customer;04/03/2026;pending;140;177,47;23,52;577,16;754,63;62,31;0,00
8739;Bella Vita Hotel en Restaurant ;Customer;04/03/2026;paid-by-bank-fix;2;11,50;35,17;21,20;32,70;2,70;0,00
8738;De Serar&#039;s ;Customer;04/03/2026;pending;16;59,88;31,94;127,60;187,48;15,48;0,00
8737;Jacks corner ;Customer;04/03/2026;paid-by-bank-fix;50;94,00;24,64;287,50;381,50;31,50;0,00
8736;Emirdag Koftecisi ;Customer;04/03/2026;paid-by-bank-fix;6;34,50;35,17;63,60;98,10;8,10;0,00
8734;El Gaucho Grand ;Customer;03/03/2026;paid-by-bank-fix;6;44,59;25,44;130,68;175,27;14,47;0,00
8733;Bakkerij de Hazelaar;;03/03/2026;paid-by-bank-fix;15;104,78;38,84;165,00;269,78;22,28;0,00
8732;Seryana ;Customer;03/03/2026;paid-by-bank-fix;10;69,85;38,84;110,00;179,85;14,85;0,00
8731;Bakkerij Leiden VOF ;Customer;03/03/2026;pending;18;77,51;39,73;117,60;195,11;16,11;0,00
8730;Syrische Bakkerij ;Customer;03/03/2026;paid-by-bank-fix;20;135,20;26,96;366,20;501,40;41,40;0,00
8729;Pizza Aro;Customer;03/03/2026;paid-by-bank-fix;24;64,64;30,26;149,00;213,64;17,64;0,00
8728;Ak-Al Bakkerij ;Customer;03/03/2026;pending;20;79,13;36,85;135,60;214,73;17,73;0,00
8726;Pizza Express ;Subscriber;03/03/2026;paid-by-bank-fix;10;62,70;25,01;188,00;250,70;20,70;0,00
8725;Saray PideHuis ;Customer;03/03/2026;paid-by-bank-fix;25;101,97;32,43;212,50;314,47;25,97;0,00
8724;Elif Bakkerij ;Customer;03/03/2026;pending;15;86,25;35,17;159,00;245,25;20,25;0,00
8722;Bakkerij Çiçek ;Customer;03/03/2026;paid-by-bank-fix;10;57,50;35,17;106,00;163,50;13,50;0,00
8721;Papatya 071 ;Customer;03/03/2026;paid-by-bank-fix;10;62,70;25,01;188,00;250,70;20,70;0,00
8720;Bakkerij Nasib ;Customer;03/03/2026;pending;15;86,25;35,17;159,00;245,25;20,25;0,00
8719;Eethuis Ak-AL ;Customer;03/03/2026;paid-by-bank-fix;10;61,40;35,21;113,00;174,40;14,40;0,00
8718;De Luifelbaan ;Customer;03/03/2026;paid-by-bank-fix;5;28,75;35,17;53,00;81,75;6,75;0,00
8717;San Marina ;Customer;03/03/2026;pending;24;98,62;31,36;215,85;314,47;25,97;0,00
8716;Pizza house ;Customer;03/03/2026;pending;33;166,70;22,81;564,15;730,85;60,35;0,00
8715;Arya Eethuis Leiden ;Customer;03/03/2026;pending;6;41,91;38,84;66,00;107,91;8,91;0,00
8735;Nur Bakkerij ;;03/03/2026;pending;10;57,50;35,17;106,00;163,50;13,50;0,00
8708;Ramsis ;Customer;02/03/2026;pending;70;184,05;28,38;464,50;648,55;53,55;0,00
8707;Oranje Snacks ;Customer;02/03/2026;paid-by-bank-fix;13;90,81;38,84;143,00;233,81;19,31;0,00
8706;La Casa Doner ;Customer;02/03/2026;pending;3;25,19;31,44;54,93;80,12;6,62;0,00
8705;Bakkerij Bahar Nur ;Customer;02/03/2026;paid-by-bank-fix;7;51,52;28,13;131,60;183,12;15,12;0,00
8704;Seda Bakkerij ;Customer;02/03/2026;paid-by-cash-fix;2;11,50;35,17;21,20;32,70;2,70;0,00
8703;Bakkerij Driebergen ;Customer;02/03/2026;pending;6;34,50;35,17;63,60;98,10;8,10;0,00
8702;Bakkerij Hesse Place;Customer;02/03/2026;paid-by-cash-fix;34;23,57;9,37;228,00;251,57;20,77;0,00
8701;Groen76 ;Customer;02/03/2026;paid-by-bank-fix;6;34,50;35,17;63,60;98,10;8,10;0,00
8700;Tasty Point ;Customer;02/03/2026;pending;20;38,50;23,55;125,00;163,50;13,50;0,00
8699;Pizza Spidi ;Customer;02/03/2026;paid-by-bank-fix;24;60,60;27,80;157,40;218,00;18,00;0,00
