"Order Number","Order Status","Order Date","Customer Note","First Name (Billing)","Last Name (Billing)","Company (Billing)","Address 1&2 (Billing)","City (Billing)","State Code (Billing)","Postcode (Billing)","Country Code (Billing)","Email (Billing)","Phone (Billing)","First Name (Shipping)","Last Name (Shipping)","Address 1&2 (Shipping)","City (Shipping)","State Code (Shipping)","Postcode (Shipping)","Country Code (Shipping)","Payment Method Title","Cart Discount Amount","Cart Discount Amount(inc. tax)","Order Subtotal Amount","Shipping Method Title","Order Shipping Amount","Order Refund Amount","Order Total Amount","Order Total Tax Amount","Order ID","Order Status","Product Id","Category","Product Name","Item ID","Item Cost","SKU","Item #","Item Name","Quantity (- Refund)","Item Cost","Coupon Code","Discount Amount","Discount Amount Tax"
"217","Completed","2024-03-08 11:13","","","","Orange Food Group B.V.","Doctor Wiardi Beckmansingel 13","Vlaardingen","","3132CL","NL","ssrzkn@gmail.com","","","","","","","","","","0","0","966.08","","0","325.56","1053.07","86.99","217","Completed","171","Uncategorized,Supermarket","CRISPY PANKO SHRIMPS (0.4kg)","246","6.8","5902082454632","12","CRISPY PANKO SHRIMPS (0.4kg)","1","6.8","","",""
"217","Completed","2024-03-08 11:13","","","","Orange Food Group B.V.","Doctor Wiardi Beckmansingel 13","Vlaardingen","","3132CL","NL","ssrzkn@gmail.com","","","","","","","","","","0","0","966.08","","0","325.56","1053.07","86.99","217","Completed","160","Uncategorized,Supermarket","CHICKEN KIPCORN (0.8kg)","248","7.12","5902082427919","13","CHICKEN KIPCORN (0.8kg)","2","7.12","","",""
"217","Completed","2024-03-08 11:13","","","","Orange Food Group B.V.","Doctor Wiardi Beckmansingel 13","Vlaardingen","","3132CL","NL","ssrzkn@gmail.com","","","","","","","","","","0","0","966.08","","0","325.56","1053.07","86.99","217","Completed","185","Uncategorized,Supermarket","ADANA KEBAB (12*50 GR)","249","6.54","5902082428305","14","ADANA KEBAB (12*50 GR)","10","6.54","","",""
"217","Completed","2024-03-08 11:13","","","","Orange Food Group B.V.","Doctor Wiardi Beckmansingel 13","Vlaardingen","","3132CL","NL","ssrzkn@gmail.com","","","","","","","","","","0","0","966.08","","0","325.56","1053.07","86.99","217","Completed","187","Uncategorized,Supermarket","AKCABAAT KOFTE  (12*45GR)","251","7","5902082411628","15","AKCABAAT KOFTE  (18*45GR)","4","7","","",""
"217","Completed","2024-03-08 11:13","","","","Orange Food Group B.V.","Doctor Wiardi Beckmansingel 13","Vlaardingen","","3132CL","NL","ssrzkn@gmail.com","","","","","","","","","","0","0","966.08","","0","325.56","1053.07","86.99","217","Completed","166","Uncategorized,Supermarket","CHILI-CHEESE NUGGETS  (0.6kg)","252","0","5902082461876","16","CHILLI-CHEESE NUGGETS  (0.6kg)","12","0","","",""
"221","Completed","2024-03-11 09:06","","","","Drean Kebab 1","Herenstraat 88A","Voorhout","","2215KK","","dream@kebab.nl","","","","","","","","","","0","0","124","","0","0","135.16","11.16","221","Completed","218","Uncategorized,Horeca","Excellence Patat 9/9","253","15.5","","1","Excellence Patat","8","15.5","","",""
"222","Completed","2024-03-11 09:10","","Dream Kebab","Katwijk","","Taatedam 2","Katwijk aan zee","","2225 BN","","Dreamkebab@katwijk.nl","","","","","","","","","","0","0","231.6","","0","0","252.44","20.84","222","Completed","218","Uncategorized,Horeca","Excellence Patat 9/9","255","15.5","","1","Excellence Patat","8","15.5","","",""
"222","Completed","2024-03-11 09:10","","Dream Kebab","Katwijk","","Taatedam 2","Katwijk aan zee","","2225 BN","","Dreamkebab@katwijk.nl","","","","","","","","","","0","0","231.6","","0","0","252.44","20.84","222","Completed","107","Uncategorized,Horeca","CHICKEN SCHNITZEL","256","8.25","","2","CHICKEN SCHNITZEL","8","8.25","","",""
"222","Completed","2024-03-11 09:10","","Dream Kebab","Katwijk","","Taatedam 2","Katwijk aan zee","","2225 BN","","Dreamkebab@katwijk.nl","","","","","","","","","","0","0","231.6","","0","0","252.44","20.84","222","Completed","127","Uncategorized,Horeca","CHICKEN WINGS CLASSIC","257","5.2","","3","CHICKEN WINGS CLASSIC","8","5.2","","",""
"223","Completed","2024-03-11 09:32","","Dream Kebab","Noordwijkerhout","","Zeestraat 4","Noordwijkerhout","","2211XG","","dreamkebab@noordwijkerhour.nl","","","","","","","","","","0","0","274","","0","0","298.66","24.66","223","Completed","218","Uncategorized,Horeca","Excellence Patat 9/9","259","15.5","","1","Excellence Patat","8","15.5","","",""
"223","Completed","2024-03-11 09:32","","Dream Kebab","Noordwijkerhout","","Zeestraat 4","Noordwijkerhout","","2211XG","","dreamkebab@noordwijkerhour.nl","","","","","","","","","","0","0","274","","0","0","298.66","24.66","223","Completed","111","Uncategorized,Horeca","Kentucky TENDERS CLASSIC","260","7.75","","2","CRISPY TENDERS  CLASSIC","8","7.75","","",""
"223","Completed","2024-03-11 09:32","","Dream Kebab","Noordwijkerhout","","Zeestraat 4","Noordwijkerhout","","2211XG","","dreamkebab@noordwijkerhour.nl","","","","","","","","","","0","0","274","","0","0","298.66","24.66","223","Completed","104","Uncategorized,Horeca","CHICKEN NUGGETS TEMPURA","261","5.5","","3","CHICKEN NUGGETS CLASSIC TEMPURA","4","5.5","","",""
"223","Completed","2024-03-11 09:32","","Dream Kebab","Noordwijkerhout","","Zeestraat 4","Noordwijkerhout","","2211XG","","dreamkebab@noordwijkerhour.nl","","","","","","","","","","0","0","274","","0","0","298.66","24.66","223","Completed","107","Uncategorized,Horeca","CHICKEN SCHNITZEL","263","8.25","","4","CHICKEN SCHNITZEL","8","8.25","","",""
"225","Completed","2024-03-11 09:43","","Sohbet bbq","cafe Restaurant","","Calandkade 168","Den Haag","","2521AA","","Sohbet@denhaag.nl","","","","","","","","","","0","0","108.5","","0","0","118.27","9.77","225","Completed","218","Uncategorized,Horeca","Excellence Patat 9/9","266","15.5","","1","Excellence Patat","7","15.5","","",""
"227","Completed","2024-03-11 10:25","","Bakkerij","Hesse Place","","Hesseplaats 71","Rotterdam","","3069EA","","info@bakkerijhesseplace.nl","","","","","","","","","","0","0","300","","0","0","327.00","27","227","Completed","218","Uncategorized,Horeca","Excellence Patat 9/9","269","15","","1","Excellence Patat","20","15","","",""
"229","Completed","2024-03-12 09:35","","Ak-AL","Eethuis","","HerenHof 287","Alpen aan den Rijn","","2402DL","","akal-eethuis-alpenaanderijn@hotmail.com","","","","","","","","","","0","0","1083.86","","0","0","1181.41","97.55","229","Completed","124","Uncategorized,Horeca","Mix - Shoarma ( Lam- kalkoen) (PL)","271","16.25","","1","Mix - SHAWARMA (%20 Lam-%80 kalkoen) (€6,50)","40","16.25","","",""
"229","Completed","2024-03-12 09:35","","Ak-AL","Eethuis","","HerenHof 287","Alpen aan den Rijn","","2402DL","","akal-eethuis-alpenaanderijn@hotmail.com","","","","","","","","","","0","0","1083.86","","0","0","1181.41","97.55","229","Completed","119","Uncategorized,Horeca","Chicken Chica PAPRIKA","272","14.38","5902082461319","2","Kipfile geseneden PAPRICA (€5,75)","12","14.38","","",""
"229","Completed","2024-03-12 09:35","","Ak-AL","Eethuis","","HerenHof 287","Alpen aan den Rijn","","2402DL","","akal-eethuis-alpenaanderijn@hotmail.com","","","","","","","","","","0","0","1083.86","","0","0","1181.41","97.55","229","Completed","95","Uncategorized,Horeca","CHICKEN BURGER ( 18x70 GR )","273","5.8","","3","CHICKEN BURGER  ( 18x70 GR )","1","5.8","","",""
"229","Completed","2024-03-12 09:35","","Ak-AL","Eethuis","","HerenHof 287","Alpen aan den Rijn","","2402DL","","akal-eethuis-alpenaanderijn@hotmail.com","","","","","","","","","","0","0","1083.86","","0","0","1181.41","97.55","229","Completed","198","Uncategorized,Horeca","AKCABAAT KOFTE (45*45gr)","274","15.95","","4","AKCABAAT KOFTE (45*45gr)","2","15.95","","",""
"229","Completed","2024-03-12 09:35","","Ak-AL","Eethuis","","HerenHof 287","Alpen aan den Rijn","","2402DL","","akal-eethuis-alpenaanderijn@hotmail.com","","","","","","","","","","0","0","1083.86","","0","0","1181.41","97.55","229","Completed","127","Uncategorized,Horeca","CHICKEN WINGS CLASSIC","275","5.2","","5","CHICKEN WINGS CLASSIC","16","5.2","","",""
"229","Completed","2024-03-12 09:35","","Ak-AL","Eethuis","","HerenHof 287","Alpen aan den Rijn","","2402DL","","akal-eethuis-alpenaanderijn@hotmail.com","","","","","","","","","","0","0","1083.86","","0","0","1181.41","97.55","229","Completed","102","Uncategorized,Horeca","CHICKEN WINGS BARBECUE","276","6","","6","CHICKEN WINGS BARBECUE","16","6","","",""
"229","Completed","2024-03-12 09:35","","Ak-AL","Eethuis","","HerenHof 287","Alpen aan den Rijn","","2402DL","","akal-eethuis-alpenaanderijn@hotmail.com","","","","","","","","","","0","0","1083.86","","0","0","1181.41","97.55","229","Completed","104","Uncategorized,Horeca","CHICKEN NUGGETS TEMPURA","277","5.5","","7","CHICKEN NUGGETS CLASSIC TEMPURA","4","5.5","","",""
"229","Completed","2024-03-12 09:35","","Ak-AL","Eethuis","","HerenHof 287","Alpen aan den Rijn","","2402DL","","akal-eethuis-alpenaanderijn@hotmail.com","","","","","","","","","","0","0","1083.86","","0","0","1181.41","97.55","229","Completed","116","Uncategorized,Horeca","FALAFEL","278","5.6","","8","FALAFEL","4","5.6","","",""
"230","Completed","2024-03-12 09:48","","Salama","Doner Pizza","","Stevensbloem 7","Leiden","","2331JA","","Salama@gmail.com","","","","","","","","","","0","0","151.5","","0","0","165.14","13.64","230","Completed","218","Uncategorized,Horeca","Excellence Patat 9/9","280","15.5","","1","Excellence Patat","8","15.5","","",""
"230","Completed","2024-03-12 09:48","","Salama","Doner Pizza","","Stevensbloem 7","Leiden","","2331JA","","Salama@gmail.com","","","","","","","","","","0","0","151.5","","0","0","165.14","13.64","230","Completed","120","Uncategorized,Horeca","Chicken Chica NATURAL","281","13.75","5902082461364","2","Kipfile geseneden NATURAL (€5,50)","2","13.75","","",""
"232","Refunded","2024-03-12 09:53","","Ons Bakkertje","de veen","","Noordeinde 13","Roelofarendsveen","","2371CM","","Ons@gmail.com","","","","","","","","","","0","0","130","","0","141.7","141.70","11.7","232","Refunded","124","Uncategorized,Horeca","Mix - Shoarma ( Lam- kalkoen) (PL)","283","16.25","","1","Mix - SHAWARMA (%20 Lam-%80 kalkoen) (€6,50)","0","16.25","","",""
"233","Completed","2024-03-12 10:53","","Pizzeria","Roomburg","","IJsselkade 43","Leiden","","2314VM","","PizzeriaRoomburg@gmail.com","","","","","","","","","","0","0","120","","0","0","130.80","10.8","233","Completed","124","Uncategorized,Horeca","Mix - Shoarma ( Lam- kalkoen) (PL)","285","16.25","","1","Mix - SHAWARMA (%20 Lam-%80 kalkoen) (€6,50)","4","16.25","","",""
"233","Completed","2024-03-12 10:53","","Pizzeria","Roomburg","","IJsselkade 43","Leiden","","2314VM","","PizzeriaRoomburg@gmail.com","","","","","","","","","","0","0","120","","0","0","130.80","10.8","233","Completed","120","Uncategorized,Horeca","Chicken Chica NATURAL","286","13.75","5902082461364","2","Kipfile geseneden NATURAL (€5,50)","4","13.75","","",""
"233","Completed","2024-03-12 10:53","","Pizzeria","Roomburg","","IJsselkade 43","Leiden","","2314VM","","PizzeriaRoomburg@gmail.com","","","","","","","","","","0","0","120","","0","0","130.80","10.8","233","Completed","121","Uncategorized,Horeca","SLICED AND ROASTED PREMIUM CHICKEN KEBAB","287","0","5902082460350","3","SLICED AND ROASTED PREMIUM CHICKEN KEBAB (€7,50)","1","0","","",""
"234","Completed","2024-03-12 13:57","","Pizza","Bella Maria","","Van Zeggelenlaan 81","Den Haag","","2524 AC","","Pizzabellamaria@gmail.com","","","","","","","","","","0","0","155","","0","0","168.95","13.95","234","Completed","218","Uncategorized,Horeca","Excellence Patat 9/9","289","15.5","","1","Excellence Patat","10","15.5","","",""
"236","Completed","2024-03-12 14:07","","Ak-Mir","Doner","","Korevaarstraat 4","Leiden","","2311 JS","","akmirdoner@gmail.com","","","","","","","","","","0","0","249.6","","0","0","272.07","22.47","236","Completed","124","Uncategorized,Horeca","Mix - Shoarma ( Lam- kalkoen) (PL)","291","16.25","","1","Mix - SHAWARMA (%20 Lam-%80 kalkoen) (€6,50)","1","16.25","","",""
"236","Completed","2024-03-12 14:07","","Ak-Mir","Doner","","Korevaarstraat 4","Leiden","","2311 JS","","akmirdoner@gmail.com","","","","","","","","","","0","0","249.6","","0","0","272.07","22.47","236","Completed","218","Uncategorized,Horeca","Excellence Patat 9/9","292","15.5","","2","Excellence Patat","1","15.5","","",""
"236","Completed","2024-03-12 14:07","","Ak-Mir","Doner","","Korevaarstraat 4","Leiden","","2311 JS","","akmirdoner@gmail.com","","","","","","","","","","0","0","249.6","","0","0","272.07","22.47","236","Completed","104","Uncategorized,Horeca","CHICKEN NUGGETS TEMPURA","293","5.5","","3","CHICKEN NUGGETS CLASSIC TEMPURA","8","5.5","","",""
"236","Completed","2024-03-12 14:07","","Ak-Mir","Doner","","Korevaarstraat 4","Leiden","","2311 JS","","akmirdoner@gmail.com","","","","","","","","","","0","0","249.6","","0","0","272.07","22.47","236","Completed","100","Uncategorized,Horeca","CHICKEN WINGS CRISPY CLASSIC","294","5.75","","4","Chicken CRISPY WINGS","8","5.75","","",""
"236","Completed","2024-03-12 14:07","","Ak-Mir","Doner","","Korevaarstraat 4","Leiden","","2311 JS","","akmirdoner@gmail.com","","","","","","","","","","0","0","249.6","","0","0","272.07","22.47","236","Completed","127","Uncategorized,Horeca","CHICKEN WINGS CLASSIC","295","5.2","","5","CHICKEN WINGS CLASSIC","8","5.2","","",""
"236","Completed","2024-03-12 14:07","","Ak-Mir","Doner","","Korevaarstraat 4","Leiden","","2311 JS","","akmirdoner@gmail.com","","","","","","","","","","0","0","249.6","","0","0","272.07","22.47","236","Completed","109","Uncategorized,Horeca","CHICKEN TENDERS CLASSIC (FORMED)","296","7.5","","6","CHICKEN TENDERS CLASSIC (FORMED)","1","7.5","","",""
"236","Completed","2024-03-12 14:07","","Ak-Mir","Doner","","Korevaarstraat 4","Leiden","","2311 JS","","akmirdoner@gmail.com","","","","","","","","","","0","0","249.6","","0","0","272.07","22.47","236","Completed","103","Uncategorized,Horeca","CRISPY BURGER","297","8.5","","7","CRISPY BURGER","1","8.5","","",""
"236","Completed","2024-03-12 14:07","","Ak-Mir","Doner","","Korevaarstraat 4","Leiden","","2311 JS","","akmirdoner@gmail.com","","","","","","","","","","0","0","249.6","","0","0","272.07","22.47","236","Completed","107","Uncategorized,Horeca","CHICKEN SCHNITZEL","298","8.25","","8","CHICKEN SCHNITZEL","1","8.25","","",""
"236","Completed","2024-03-12 14:07","","Ak-Mir","Doner","","Korevaarstraat 4","Leiden","","2311 JS","","akmirdoner@gmail.com","","","","","","","","","","0","0","249.6","","0","0","272.07","22.47","236","Completed","111","Uncategorized,Horeca","Kentucky TENDERS CLASSIC","300","7.75","","9","CRISPY TENDERS  CLASSIC","8","7.75","","",""
"238","Completed","2024-03-13 09:27","","Bakkerij","de Hazelaar","","Hazelaarstraat 10","Woerden","","3442 EN","","BakkerijdeHazelaar@gmail.com","","","","","","","","","","0","0","465","","0","0","506.85","41.85","238","Completed","218","Uncategorized,Horeca","Excellence Patat 9/9","303","15.5","","1","Excellence Patat","30","15.5","","",""
"240","Completed","2024-03-13 15:03","","Hoornes","Supermarkt en Bakkerij","","Hoorneslaan 329","Katwijk aan Zee","","2221 GA","","HoornesSupermarktenBakkerij@gmail.com","","","","","","","","","","0","0","62","","0","0","67.58","5.58","240","Completed","218","Uncategorized,Horeca","Excellence Patat 9/9","305","15.5","","1","Excellence Patat","4","15.5","","",""
"244","Paid By Bank-","2024-03-13 16:13","","Massada","Roelofarendsveen","","Noordplein 3","Roelofarendsveen","","2371 DA","","MassadaRoelofarendsveen@gmail.com","","","","","","","","","","0","0","176.6","","0","0","192.49","15.89","244","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","307","15.5","","1","Excellence Patat","4","15.5","","",""
"244","Paid By Bank-","2024-03-13 16:13","","Massada","Roelofarendsveen","","Noordplein 3","Roelofarendsveen","","2371 DA","","MassadaRoelofarendsveen@gmail.com","","","","","","","","","","0","0","176.6","","0","0","192.49","15.89","244","Paid By Bank-","124","Uncategorized,Horeca","Mix - Shoarma ( Lam- kalkoen) (PL)","309","16.25","","2","Mix - SHAWARMA (%20 Lam-%80 kalkoen) (€6,50)","4","16.25","","",""
"244","Paid By Bank-","2024-03-13 16:13","","Massada","Roelofarendsveen","","Noordplein 3","Roelofarendsveen","","2371 DA","","MassadaRoelofarendsveen@gmail.com","","","","","","","","","","0","0","176.6","","0","0","192.49","15.89","244","Paid By Bank-","105","Uncategorized,Horeca","CHICKEN KIPCORN ( 0,8 GR ) Horeca","310","6.2","","3","CHICKEN KIPCORN","8","6.2","","",""
"245","Completed","2024-03-14 09:23","","Indoor","SpeelParadijs ZuiderPark","","Mr. P. Droogleever Fortuynweg 79","Den Haag","","2533SP","","INDOORSPEELPARADIJSZUIDERPARK@gmail.com","","","","","","","","","","0","0","419","","0","0","456.71","37.71","245","Completed","218","Uncategorized,Horeca","Excellence Patat 9/9","312","15.5","","1","Excellence Patat","10","15.5","","",""
"245","Completed","2024-03-14 09:23","","Indoor","SpeelParadijs ZuiderPark","","Mr. P. Droogleever Fortuynweg 79","Den Haag","","2533SP","","INDOORSPEELPARADIJSZUIDERPARK@gmail.com","","","","","","","","","","0","0","419","","0","0","456.71","37.71","245","Completed","104","Uncategorized,Horeca","CHICKEN NUGGETS TEMPURA","313","5.5","","2","CHICKEN NUGGETS CLASSIC TEMPURA","48","5.5","","",""
"246","Completed","2024-03-14 09:42","","De Gouden","Wok Zuiderpark","","Meester P. Droogleever Fortuynweg 69","Den Haag","","2533 SP","","DeGoudenWokZuiderpark@gmail.com","","","","","","","","","","0","0","348.4","","0","0","379.76","31.36","246","Completed","117","Uncategorized,Horeca","ONION RINGS","315","4.3","","1","ONION RINGS","8","4.3","","",""
"246","Completed","2024-03-14 09:42","","De Gouden","Wok Zuiderpark","","Meester P. Droogleever Fortuynweg 69","Den Haag","","2533 SP","","DeGoudenWokZuiderpark@gmail.com","","","","","","","","","","0","0","348.4","","0","0","379.76","31.36","246","Completed","171","Uncategorized,Supermarket","CRISPY PANKO SHRIMPS (0.4kg)","316","7","5902082454632","2","CRISPY PANKO SHRIMPS (0.4kg)","18","7","","",""
"246","Completed","2024-03-14 09:42","","De Gouden","Wok Zuiderpark","","Meester P. Droogleever Fortuynweg 69","Den Haag","","2533 SP","","DeGoudenWokZuiderpark@gmail.com","","","","","","","","","","0","0","348.4","","0","0","379.76","31.36","246","Completed","111","Uncategorized,Horeca","Kentucky TENDERS CLASSIC","317","7.75","","3","CRISPY TENDERS  CLASSIC","8","7.75","","",""
"246","Completed","2024-03-14 09:42","","De Gouden","Wok Zuiderpark","","Meester P. Droogleever Fortuynweg 69","Den Haag","","2533 SP","","DeGoudenWokZuiderpark@gmail.com","","","","","","","","","","0","0","348.4","","0","0","379.76","31.36","246","Completed","104","Uncategorized,Horeca","CHICKEN NUGGETS TEMPURA","318","5.5","","4","CHICKEN NUGGETS CLASSIC TEMPURA","8","5.5","","",""
"246","Completed","2024-03-14 09:42","","De Gouden","Wok Zuiderpark","","Meester P. Droogleever Fortuynweg 69","Den Haag","","2533 SP","","DeGoudenWokZuiderpark@gmail.com","","","","","","","","","","0","0","348.4","","0","0","379.76","31.36","246","Completed","209","Uncategorized","Pizza Meat 1kg","319","8.2","5902082461517","5","Pizza Meat 1kg","10","8.2","","",""
"246","Completed","2024-03-14 09:42","","De Gouden","Wok Zuiderpark","","Meester P. Droogleever Fortuynweg 69","Den Haag","","2533 SP","","DeGoudenWokZuiderpark@gmail.com","","","","","","","","","","0","0","348.4","","0","0","379.76","31.36","246","Completed","247","Uncategorized","Sliced and Roasted Sucuk Kebab (0,8 GR)","321","0","5902082462316","6","Sliced and Roasted Sucuk Kebab","10","0","","",""
"251","Completed","2024-03-13 18:00","","Pizzeria & Grillroom Hawaii Naaldwijk","","","Pr. Julianastraat 22","Naaldwijk","","2671EK","","PizzeriaGrillroomHawaiiNaaldwijk@gmail.com","","","","","","","","","","0","0","203.47","","0","0","221.79","18.32","251","Completed","124","Uncategorized,Horeca","Mix - Shoarma ( Lam- kalkoen) (PL)","322","16.25","","1","Mix - SHAWARMA (%20 Lam-%80 kalkoen) (€6,50)","8","16.25","","",""
"251","Completed","2024-03-13 18:00","","Pizzeria & Grillroom Hawaii Naaldwijk","","","Pr. Julianastraat 22","Naaldwijk","","2671EK","","PizzeriaGrillroomHawaiiNaaldwijk@gmail.com","","","","","","","","","","0","0","203.47","","0","0","221.79","18.32","251","Completed","119","Uncategorized,Horeca","Chicken Chica PAPRIKA","323","14.38","5902082461319","2","Kipfile geseneden PAPRICA (€5,75)","4","14.38","","",""
"251","Completed","2024-03-13 18:00","","Pizzeria & Grillroom Hawaii Naaldwijk","","","Pr. Julianastraat 22","Naaldwijk","","2671EK","","PizzeriaGrillroomHawaiiNaaldwijk@gmail.com","","","","","","","","","","0","0","203.47","","0","0","221.79","18.32","251","Completed","198","Uncategorized,Horeca","AKCABAAT KOFTE (45*45gr)","324","15.95","","3","AKCABAAT KOFTE (45*45gr)","1","15.95","","",""
"252","Completed","2024-03-13 18:04","","De Rotonde Kebab","","","Slotermeerlaan 3","Amsterdam","","1064GX","","DeRotondeKebab@gmail.com","","","","","","","","","","0","0","495.25","","0","0","539.83","44.58","252","Completed","104","Uncategorized,Horeca","CHICKEN NUGGETS TEMPURA","326","5.5","","1","CHICKEN NUGGETS CLASSIC TEMPURA","8","5.5","","",""
"252","Completed","2024-03-13 18:04","","De Rotonde Kebab","","","Slotermeerlaan 3","Amsterdam","","1064GX","","DeRotondeKebab@gmail.com","","","","","","","","","","0","0","495.25","","0","0","539.83","44.58","252","Completed","111","Uncategorized,Horeca","Kentucky TENDERS CLASSIC","327","7.75","","2","CRISPY TENDERS  CLASSIC","1","7.75","","",""
"252","Completed","2024-03-13 18:04","","De Rotonde Kebab","","","Slotermeerlaan 3","Amsterdam","","1064GX","","DeRotondeKebab@gmail.com","","","","","","","","","","0","0","495.25","","0","0","539.83","44.58","252","Completed","127","Uncategorized,Horeca","CHICKEN WINGS CLASSIC","329","5.2","","3","CHICKEN WINGS CLASSIC","8","5.2","","",""
